Rk,Season,Team,W,G,W,L,W/L%,MP,Team FG,Team FGA,Team 2P,Team 2PA,Team 3P,Team 3PA,Team FT,Team FTA,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Team PTS,Opponent FG,Opponent FGA,Opponent 2P,Opponent 2PA,Opponent 3P,Opponent 3PA,Opponent FT,Opponent FTA,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Opponent PTS
163,2023-24,Liberty,18,32,18,14,.563,201.6,27.0,57.8,16.8,30.3,10.1,27.5,9.8,14.8,8.7,25.3,34.0,15.9,5.2,2.3,10.4,15.0,73.8,24.2,55.3,18.6,37.4,5.6,17.8,11.5,15.8,7.9,24.7,32.6,9.8,5.8,3.6,11.6,15.8,65.5
164,2023-24,Marist,18,31,18,13,.581,200.0,23.4,52.8,16.6,33.6,6.8,19.2,11.0,15.7,7.2,25.0,32.1,12.3,6.8,2.8,12.2,16.2,64.6,21.6,52.7,15.2,32.5,6.4,20.2,12.5,18.5,9.2,24.0,33.2,9.5,6.7,2.5,13.5,15.4,62.2
165,2023-24,Monmouth,18,33,18,15,.545,200.2,26.1,60.5,18.4,38.5,7.6,22.0,12.7,17.7,11.2,24.2,35.4,13.1,7.2,3.5,10.5,16.9,72.4,24.8,58.2,16.3,33.0,8.5,25.1,14.4,19.4,11.5,25.4,36.9,13.9,5.6,3.8,12.1,15.8,72.6
166,2023-24,North Carolina Central,18,31,18,13,.581,201.6,26.5,58.5,19.0,36.5,7.5,22.0,16.0,23.0,11.3,24.1,35.4,12.8,7.6,2.7,12.0,17.8,76.6,24.1,57.2,18.3,36.4,5.8,20.8,15.0,20.6,11.6,23.7,35.4,12.3,5.8,3.4,13.9,18.2,69.0
167,2023-24,North Dakota,18,32,18,14,.563,200.8,26.8,60.4,18.6,35.2,8.3,25.3,13.4,18.8,11.4,25.2,36.6,11.6,6.3,3.0,10.1,15.2,75.3,26.5,58.5,19.8,38.6,6.7,19.9,12.1,16.4,8.7,25.0,33.7,10.6,5.8,1.9,10.7,17.2,71.9
168,2023-24,Northern Kentucky,18,33,18,15,.545,203.0,26.7,58.6,20.4,38.8,6.3,19.9,15.1,20.9,10.5,24.1,34.6,13.8,8.6,2.6,12.3,16.5,74.8,26.5,59.6,18.8,34.9,7.7,24.7,12.5,17.2,11.3,24.7,36.0,14.7,6.5,3.5,14.5,17.9,73.2
169,2023-24,San Diego,18,33,18,15,.545,200.0,25.7,59.9,18.7,39.4,7.1,20.5,14.0,19.2,10.0,24.2,34.2,13.1,7.2,3.8,13.2,19.0,72.5,26.8,58.8,18.9,35.3,7.9,23.5,15.7,22.4,11.1,26.4,37.5,16.7,7.5,3.5,13.3,16.7,77.3
170,2023-24,Southern,18,32,18,14,.563,201.6,25.2,57.2,18.3,35.8,6.9,21.4,13.8,20.4,9.8,22.1,31.9,13.8,9.1,3.3,14.3,19.7,71.1,22.8,52.4,16.8,33.4,6.0,18.9,17.1,23.9,9.1,24.2,33.3,12.6,6.7,3.1,16.5,17.4,68.7
171,2023-24,Stephen F. Austin,18,33,18,15,.545,203.8,25.7,57.3,19.6,38.9,6.2,18.4,17.0,24.1,11.9,24.0,35.9,12.8,8.9,2.8,16.1,21.1,74.6,23.0,54.3,15.5,34.2,7.5,20.2,17.8,24.7,10.2,22.7,32.9,12.5,7.9,3.7,17.1,20.9,71.3
172,2023-24,Tennessee State,18,33,18,15,.545,200.8,25.2,57.0,18.6,36.8,6.6,20.2,15.7,20.8,9.9,24.8,34.7,12.0,6.7,3.5,13.2,19.5,72.7,23.9,56.8,17.6,37.6,6.3,19.2,16.8,23.2,11.3,24.3,35.5,11.5,6.9,3.8,13.4,17.6,71.0
173,2023-24,UTEP,18,34,18,16,.529,201.5,25.3,56.5,19.6,38.6,5.7,17.9,16.4,23.8,10.6,22.4,33.1,12.9,11.4,2.9,14.7,19.9,72.6,23.5,52.0,17.8,34.1,5.7,17.9,16.4,23.3,9.9,24.5,34.4,11.0,7.5,3.6,18.7,19.4,69.1
174,2023-24,Villanova,18,34,18,16,.529,204.4,24.3,57.2,15.0,29.8,9.3,27.4,12.4,15.3,8.5,26.4,34.8,12.9,5.8,2.4,9.6,15.3,70.2,23.2,56.6,14.8,31.0,8.4,25.6,10.9,14.7,8.4,25.6,34.0,13.3,5.5,4.0,10.6,14.2,65.6
175,2023-24,Wright State,18,32,18,14,.563,202.3,32.3,60.9,25.5,43.1,6.8,17.8,15.1,19.9,9.1,25.7,34.7,16.5,6.3,2.8,11.8,15.6,86.5,29.8,62.8,21.2,39.1,8.6,23.8,13.1,18.3,9.9,22.6,32.5,13.4,7.3,2.7,12.2,17.9,81.2
176,2023-24,Bethune-Cookman,17,34,17,17,.500,202.2,25.3,58.6,19.4,40.4,5.9,18.2,16.5,21.8,10.5,23.0,33.5,12.2,10.3,3.4,13.9,20.5,72.9,23.7,55.0,17.1,35.3,6.6,19.7,18.5,26.1,11.1,24.6,35.7,13.8,8.4,3.0,16.5,17.8,72.6
177,2023-24,UCF,17,33,17,16,.515,200.8,24.8,58.9,17.9,37.8,6.8,21.2,15.4,21.9,12.4,25.3,37.7,11.4,8.7,5.0,12.5,18.2,71.7,22.5,54.5,15.1,33.0,7.3,21.6,15.7,21.5,9.3,25.2,34.5,12.9,6.8,3.4,14.2,18.1,67.9
178,2023-24,Denver,17,34,17,17,.500,203.7,27.8,61.9,19.2,37.0,8.6,24.9,16.7,22.9,10.2,25.4,35.7,13.1,6.2,3.9,10.0,16.9,81.0,29.2,62.7,21.4,40.7,7.8,22.0,14.3,19.3,10.2,26.6,36.8,12.9,5.0,3.9,10.6,18.6,80.5
179,2023-24,Eastern Kentucky,17,31,17,14,.548,200.8,29.6,64.3,21.7,42.4,7.8,21.9,13.8,20.3,13.2,26.9,40.1,14.6,6.3,6.1,11.5,16.2,80.8,27.3,64.0,19.2,42.2,8.2,21.8,13.7,18.5,12.0,24.6,36.6,13.3,7.2,2.6,11.3,16.7,76.5
180,2023-24,Evansville,17,35,17,18,.486,201.4,26.1,58.4,19.4,38.2,6.8,20.1,11.8,16.5,7.7,25.9,33.7,12.9,6.5,3.1,11.6,15.3,70.9,26.1,59.3,17.1,33.6,9.0,25.7,12.1,16.4,9.1,26.5,35.6,14.2,6.5,2.9,12.1,15.9,73.2
181,2023-24,Florida State,17,33,17,16,.515,200.8,27.4,60.5,21.3,41.4,6.1,19.1,15.8,22.3,10.2,23.1,33.3,12.3,9.2,4.3,11.9,19.7,76.5,26.0,57.3,18.3,35.4,7.8,21.9,16.5,23.5,11.3,25.5,36.8,12.6,5.6,3.0,14.9,18.7,76.3
182,2023-24,Furman,17,33,17,16,.515,203.0,27.6,62.2,17.9,32.3,9.7,29.9,14.6,20.0,11.2,26.5,37.8,16.2,7.1,2.9,11.8,16.0,79.5,28.5,61.7,21.1,40.2,7.4,21.5,11.6,17.0,9.5,26.3,35.8,14.1,7.0,3.6,12.0,16.8,75.9
183,2023-24,Gardner-Webb,17,33,17,16,.515,202.4,26.3,60.4,18.7,38.5,7.5,21.9,13.4,21.3,11.2,27.0,38.2,12.7,5.8,2.4,11.7,19.2,73.5,25.4,58.6,18.7,38.3,6.7,20.3,15.6,22.0,9.4,27.0,36.4,11.8,5.9,3.5,11.5,17.6,73.2
184,2023-24,Kent State,17,34,17,17,.500,203.7,26.2,59.3,17.9,36.1,8.3,23.2,14.2,19.0,11.1,23.6,34.6,12.8,6.9,2.6,11.9,17.9,74.8,25.0,55.9,17.7,33.6,7.3,22.3,14.0,19.3,9.5,23.8,33.3,12.6,6.4,3.1,13.2,17.4,71.3
185,2023-24,Louisiana State,17,33,17,16,.515,200.8,26.3,57.8,18.5,36.1,7.8,21.7,16.0,22.1,10.5,25.2,35.7,11.8,8.0,3.8,13.2,17.4,76.4,25.7,60.0,17.4,35.2,8.3,24.9,15.2,20.2,11.5,23.6,35.1,12.5,8.2,4.0,12.9,17.2,75.0
186,2023-24,Missouri State,17,33,17,16,.515,203.0,25.7,58.5,18.9,37.0,6.8,21.5,13.1,18.4,10.2,29.0,39.1,12.1,4.3,4.5,12.0,15.3,71.2,26.0,62.6,18.0,38.3,8.0,24.3,11.2,15.6,9.5,24.8,34.3,13.0,6.5,3.2,9.1,16.6,71.3
187,2023-24,Montana State,17,35,17,18,.486,202.9,26.9,57.5,17.8,32.8,9.1,24.7,12.4,17.0,6.8,23.7,30.5,13.2,8.3,2.4,11.7,18.5,75.3,26.7,57.1,20.1,37.7,6.5,19.5,14.6,20.5,9.4,25.8,35.2,12.3,5.9,2.5,13.5,17.1,74.5
188,2023-24,Portland State,17,32,17,15,.531,201.5,25.3,60.9,17.9,38.1,7.4,22.8,14.0,20.4,11.7,25.2,36.9,11.8,7.1,3.3,11.3,18.1,71.9,25.6,57.5,17.8,35.6,7.7,21.9,13.0,18.9,9.8,27.1,36.9,14.0,5.8,3.7,13.1,17.3,71.8
189,2023-24,SIU Edwardsville,17,33,17,16,.515,200.0,25.2,59.5,18.0,37.7,7.2,21.8,13.8,19.1,11.4,24.2,35.6,11.3,6.8,4.2,10.7,16.7,71.5,24.2,55.4,16.6,34.5,7.5,20.9,14.2,19.8,9.7,25.1,34.8,12.8,5.7,3.7,12.3,16.6,70.1
190,2023-24,Texas State,17,35,17,18,.486,201.5,25.2,56.8,20.7,42.9,4.5,13.9,14.9,21.3,11.1,24.4,35.5,11.8,7.4,3.4,13.4,17.6,69.9,24.4,55.8,18.1,36.2,6.3,19.6,15.0,20.7,10.1,23.7,33.8,11.6,7.6,3.8,12.9,17.7,70.1
191,2023-24,Wagner,17,33,17,16,.515,202.3,23.0,58.0,15.8,35.9,7.2,22.0,10.6,15.0,11.2,24.7,35.8,12.8,5.9,2.3,9.9,15.4,63.7,22.8,54.1,16.2,32.1,6.6,22.0,10.9,15.9,9.1,26.1,35.2,13.5,4.8,3.2,11.1,14.0,63.1
192,2023-24,Washington,17,32,17,15,.531,203.9,29.1,61.9,21.0,39.1,8.1,22.8,14.3,19.9,9.4,26.6,36.0,15.1,5.8,3.7,11.7,18.3,80.6,27.7,62.6,20.3,40.8,7.3,21.8,14.4,20.7,10.8,25.3,36.2,14.2,6.4,3.5,11.6,18.4,77.1
193,2023-24,Winthrop,17,32,17,15,.531,204.7,25.6,55.1,18.1,33.3,7.4,21.8,18.8,26.8,10.7,24.8,35.4,11.9,6.3,2.8,13.0,17.8,77.3,24.5,58.3,16.7,33.4,7.8,24.8,14.6,19.3,11.1,22.9,34.0,12.0,6.8,3.9,13.3,21.9,71.5
194,2023-24,Wofford,17,32,17,15,.531,203.1,27.3,59.5,17.8,32.9,9.6,26.6,10.3,16.6,10.5,26.7,37.2,15.4,4.4,2.7,11.7,16.3,74.5,25.4,58.6,16.6,33.6,8.8,25.0,14.3,19.2,8.7,24.3,33.0,12.7,6.5,2.8,9.5,16.5,73.8
195,2023-24,Abilene Christian,16,34,16,18,.471,202.2,25.3,58.4,20.0,42.9,5.3,15.6,16.2,22.3,9.7,23.8,33.5,12.7,7.7,2.1,12.8,19.6,72.1,26.1,56.6,20.3,38.5,5.9,18.0,15.4,22.5,10.1,26.7,36.8,12.4,6.7,3.3,14.6,18.9,73.5
196,2023-24,American,16,32,16,16,.500,201.7,24.4,54.4,15.7,29.6,8.7,24.8,11.1,15.4,9.0,23.6,32.6,14.0,5.8,1.7,10.8,16.5,68.8,24.3,53.3,15.8,30.4,8.5,22.9,11.0,15.9,8.0,22.6,30.6,12.6,5.0,2.4,10.8,16.1,68.0
197,2023-24,Arkansas,16,33,16,17,.485,203.0,26.0,57.5,20.0,38.6,6.0,18.9,19.7,26.0,8.5,26.0,34.5,11.7,6.0,6.1,12.0,19.8,77.8,27.5,61.8,20.4,40.7,7.2,21.1,17.5,24.1,11.1,25.3,36.4,13.0,6.5,2.9,11.1,20.8,79.8
198,2023-24,Boston University,16,33,16,17,.485,202.3,23.3,56.2,15.6,33.1,7.7,23.1,12.2,17.0,9.4,26.0,35.4,12.9,6.5,3.1,11.6,17.3,66.5,23.0,53.8,15.5,32.1,7.5,21.8,13.1,19.1,7.7,25.6,33.3,11.5,6.5,2.9,11.4,15.8,66.6
199,2023-24,California Baptist,16,33,16,17,.485,201.5,23.1,56.3,16.4,35.8,6.7,20.4,14.5,21.2,12.0,25.6,37.6,11.3,4.0,2.6,11.9,15.9,67.3,24.7,56.2,19.5,40.8,5.2,15.4,11.9,16.6,8.1,24.5,32.5,11.4,5.9,3.5,10.2,18.4,66.6
200,2023-24,UC Riverside,16,34,16,18,.471,200.9,24.8,62.4,16.3,35.8,8.4,26.6,12.7,17.8,12.4,24.6,36.9,13.1,5.6,1.4,9.6,17.2,70.7,25.8,55.9,19.2,37.3,6.6,18.6,13.8,19.2,8.2,27.4,35.6,13.5,4.5,3.6,11.1,17.1,72.0
201,2023-24,UC Santa Barbara,16,31,16,15,.516,201.6,26.6,54.3,20.6,37.6,6.0,16.7,16.1,21.8,8.1,26.7,34.9,13.5,4.9,3.2,13.1,16.5,75.4,27.4,60.4,20.6,39.8,6.7,20.5,12.1,17.9,9.4,22.6,32.0,12.3,6.9,2.6,10.0,18.2,73.5
202,2023-24,Iona,16,33,16,17,.485,200.0,26.0,60.1,17.8,36.8,8.2,23.3,11.2,17.2,10.5,21.4,31.8,14.3,8.8,2.9,10.2,17.8,71.3,24.4,52.9,17.2,31.8,7.2,21.2,14.7,19.8,9.6,26.4,36.0,13.8,5.5,3.8,15.2,15.1,70.6
203,2023-24,Jacksonville,16,33,16,17,.485,200.8,25.3,58.1,18.8,38.4,6.5,19.7,14.7,20.8,12.5,24.2,36.6,10.8,7.7,3.0,13.1,19.6,71.8,24.6,56.2,16.8,33.8,7.7,22.4,15.5,21.9,10.2,21.9,32.1,12.5,7.1,3.4,12.6,17.7,72.4
204,2023-24,La Salle,16,33,16,17,.485,203.0,26.6,61.8,18.1,37.3,8.5,24.6,11.0,15.2,10.2,24.4,34.6,14.7,6.3,3.3,9.6,16.7,72.7,26.2,58.8,19.5,39.7,6.8,19.2,13.8,19.3,10.6,26.8,37.4,13.4,5.0,3.6,10.8,15.3,73.1
205,2023-24,Maryland,16,33,16,17,.485,202.3,23.2,56.2,17.1,35.1,6.1,21.1,16.5,22.9,11.5,24.2,35.7,10.9,6.6,4.5,11.7,17.5,69.0,23.1,55.3,17.7,38.7,5.5,16.6,14.2,18.5,9.9,24.8,34.8,11.1,5.8,3.6,12.6,19.0,65.9
206,2023-24,Mercer,16,33,16,17,.485,200.0,26.7,59.4,20.3,41.0,6.4,18.4,11.5,17.1,11.2,23.2,34.3,13.2,6.9,3.4,11.1,19.1,71.2,24.7,55.4,17.9,35.3,6.8,20.1,15.8,21.8,10.4,24.6,35.0,11.1,6.4,3.0,12.2,15.2,71.8
207,2023-24,Kansas City,16,32,16,16,.500,203.1,25.4,59.5,17.0,34.1,8.4,25.3,12.7,17.8,11.5,24.8,36.3,12.8,6.0,3.8,12.0,19.5,71.9,23.3,53.3,16.9,33.4,6.4,19.9,16.3,22.9,8.6,23.7,32.3,11.6,5.9,2.6,12.7,17.3,69.3
208,2023-24,New Hampshire,16,31,16,15,.516,200.8,25.8,62.4,17.0,35.0,8.9,27.4,13.6,18.2,9.2,28.2,37.4,11.8,7.3,2.1,12.0,15.2,74.1,27.2,62.3,20.0,38.1,7.2,24.1,12.5,17.1,9.3,29.5,38.9,13.7,7.5,4.6,12.3,16.4,74.1
209,2023-24,Niagara,16,32,16,16,.500,202.3,25.7,54.7,19.5,37.5,6.2,17.2,14.9,19.8,7.3,23.1,30.5,12.8,5.6,2.2,11.8,15.0,72.5,26.9,57.3,21.3,41.4,5.6,15.9,12.6,17.7,8.3,23.3,31.5,11.2,6.6,3.3,11.3,18.0,72.1
210,2023-24,North Florida,16,32,16,16,.500,202.3,26.5,59.9,14.6,26.7,12.0,33.2,13.0,16.9,8.9,24.8,33.6,12.4,5.6,3.6,11.3,16.2,78.0,27.8,60.3,21.5,42.1,6.3,18.2,14.0,19.2,9.8,26.0,35.8,12.3,6.9,2.8,10.5,15.2,75.8
211,2023-24,Penn State,16,33,16,17,.485,201.5,25.9,59.1,18.2,36.0,7.7,23.2,15.6,20.9,9.6,22.7,32.3,12.6,8.3,3.4,11.1,18.3,75.1,25.9,57.2,20.2,38.4,5.7,18.8,15.9,20.8,10.8,26.2,36.9,14.7,5.8,3.2,14.7,17.6,73.4
212,2023-24,Radford,16,33,16,17,.485,202.3,26.4,57.8,19.2,37.9,7.2,19.8,12.0,16.3,10.3,24.4,34.6,11.1,5.5,3.5,10.8,17.0,72.0,25.6,59.0,18.1,35.3,7.5,23.7,12.8,18.2,12.2,22.9,35.1,11.9,4.8,2.6,10.5,15.2,71.5
213,2023-24,Sacred Heart,16,32,16,16,.500,200.0,27.0,59.3,19.6,39.0,7.4,20.3,12.7,18.3,9.4,24.3,33.7,13.8,8.7,5.0,11.7,16.9,74.1,25.7,59.0,17.2,34.9,8.5,24.1,12.5,18.5,11.9,25.2,37.1,14.9,6.4,3.4,14.5,15.7,72.3
214,2023-24,South Alabama,16,32,16,16,.500,203.1,26.1,58.9,18.6,37.3,7.5,21.6,14.3,19.1,7.9,25.1,33.0,10.7,6.8,2.8,11.3,16.6,74.0,27.3,60.9,20.4,39.2,6.9,21.7,14.2,20.5,11.5,27.2,38.7,12.0,7.0,4.2,12.1,16.1,75.7
215,2023-24,Southern Mississippi,16,32,16,16,.500,200.0,24.2,57.1,17.9,37.9,6.3,19.2,15.2,21.7,10.7,26.1,36.8,11.8,7.2,4.8,12.8,17.2,69.9,25.4,59.0,18.4,38.3,7.1,20.7,13.1,19.2,10.9,25.7,36.6,12.1,8.1,2.7,12.3,17.3,71.0
216,2023-24,Temple,16,36,16,20,.444,204.2,24.3,61.5,16.1,35.6,8.2,25.9,14.0,19.7,11.3,24.9,36.2,11.2,7.4,2.9,9.9,16.9,70.9,25.3,57.9,18.1,35.5,7.2,22.4,15.0,20.7,10.4,28.5,38.9,13.8,5.9,3.7,11.9,16.4,72.9
217,2023-24,Texas Southern,16,33,16,17,.485,200.8,24.9,60.0,17.5,36.8,7.3,23.2,13.1,18.1,11.1,24.2,35.3,11.6,6.9,3.8,12.6,18.5,70.2,24.2,57.0,17.5,36.3,6.7,20.7,16.0,22.5,10.9,25.5,36.4,12.8,6.6,3.4,12.7,16.2,71.1
218,2023-24,Tulsa,16,31,16,15,.516,202.4,25.1,57.3,17.4,33.7,7.7,23.6,17.0,23.1,8.7,26.5,35.2,12.6,7.8,3.4,13.0,17.5,75.0,25.8,60.4,18.3,37.1,7.5,23.3,14.7,21.3,11.5,26.4,37.9,13.5,7.1,2.4,13.0,18.6,73.9
219,2023-24,UCLA,16,33,16,17,.485,200.0,23.1,55.2,17.5,38.4,5.5,16.7,14.2,19.5,10.3,23.5,33.8,11.2,5.8,3.3,10.8,18.5,66.0,22.5,52.9,14.9,30.3,7.5,22.7,13.0,18.7,9.1,23.5,32.5,11.3,5.5,2.6,11.8,18.4,65.5
220,2023-24,Utah Valley,16,32,16,16,.500,201.6,25.0,57.8,20.2,41.0,4.8,16.9,13.8,20.5,10.5,26.4,36.8,14.9,6.9,4.5,12.3,18.1,68.7,24.2,57.3,17.9,37.7,6.3,19.7,13.9,20.0,9.6,26.3,35.9,14.0,7.0,3.7,12.8,18.0,68.6
221,2023-24,Xavier,16,34,16,18,.471,200.0,27.1,62.2,20.3,42.3,6.8,19.9,14.7,19.8,11.8,26.4,38.1,16.2,6.9,3.4,11.6,16.8,75.9,27.1,62.1,19.7,40.1,7.4,22.0,13.1,18.4,10.7,25.2,36.0,16.1,6.3,4.8,11.4,17.6,74.6
222,2023-24,Ball State,15,31,15,16,.484,202.4,24.8,55.7,17.3,35.0,7.5,20.7,16.5,21.5,9.5,25.4,34.9,12.4,5.5,3.1,12.1,15.1,73.5,26.2,58.7,19.1,38.0,7.1,20.7,11.5,16.3,9.6,24.1,33.7,12.4,6.3,3.1,11.9,19.1,71.0
223,2023-24,Binghamton,15,30,15,15,.500,201.7,26.7,57.9,21.2,40.1,5.5,17.9,13.2,19.8,10.4,28.1,38.5,14.5,5.0,3.8,12.2,16.6,72.1,25.1,59.7,17.4,36.6,7.8,23.0,14.2,19.5,9.2,24.1,33.3,10.9,6.8,4.4,9.4,17.1,72.2
224,2023-24,Davidson,15,32,15,17,.469,203.1,24.5,56.8,17.1,33.3,7.3,23.4,13.8,18.8,9.2,25.4,34.7,12.6,6.5,3.5,10.6,16.0,70.1,23.8,56.2,15.9,32.6,7.9,23.6,12.5,18.1,9.7,25.6,35.3,12.7,6.3,3.3,11.7,17.3,67.9
225,2023-24,Delaware State,15,34,15,19,.441,203.7,25.0,57.7,20.4,43.1,4.6,14.5,15.9,22.5,11.3,23.1,34.4,12.1,8.4,1.9,14.8,16.9,70.6,24.4,56.3,16.3,33.8,8.1,22.5,14.0,19.5,9.9,22.4,32.3,12.9,7.3,2.8,15.6,18.6,71.0
226,2023-24,East Carolina,15,33,15,18,.455,201.5,24.3,57.7,17.7,36.6,6.6,21.1,14.0,20.3,11.9,23.1,35.0,12.3,7.9,2.8,10.8,15.6,69.3,24.5,55.6,16.7,31.7,7.8,23.9,13.4,17.8,10.3,24.3,34.6,13.1,6.1,3.4,12.6,16.5,70.3
227,2023-24,FDU,15,32,15,17,.469,201.6,26.3,62.9,18.0,37.5,8.4,25.4,14.9,21.3,11.4,25.8,37.2,15.1,8.2,2.5,12.8,17.8,75.9,27.7,61.5,19.0,37.1,8.7,24.4,13.6,19.6,11.3,28.6,39.8,15.1,7.3,3.3,14.5,18.2,77.6
228,2023-24,George Washington,15,32,15,17,.469,205.5,26.3,59.4,17.3,34.5,9.0,24.9,15.3,20.4,9.2,27.7,36.9,12.3,5.9,4.8,12.4,14.5,76.8,28.7,66.5,19.8,41.2,8.8,25.3,11.1,14.8,11.4,26.2,37.6,14.1,6.8,3.6,10.1,16.1,77.3
229,2023-24,Illinois State,15,32,15,17,.469,200.0,23.2,54.8,17.2,34.0,6.1,20.8,14.0,19.7,10.1,24.7,34.8,12.5,5.6,2.3,11.3,15.7,66.5,24.7,55.8,17.5,33.9,7.2,21.9,11.1,15.1,8.5,24.7,33.3,12.7,5.3,3.2,10.8,18.1,67.7
230,2023-24,Jackson State,15,32,15,17,.469,200.8,25.0,60.1,18.4,39.8,6.6,20.3,14.7,20.9,13.0,23.3,36.3,12.0,7.5,3.5,13.4,17.0,71.2,26.5,58.2,18.4,35.1,8.1,23.1,14.4,20.1,10.9,24.3,35.3,14.6,7.3,3.8,13.3,17.5,75.6
231,2023-24,Kennesaw State,15,31,15,16,.484,201.6,29.3,65.6,19.9,37.0,9.4,28.6,14.8,22.0,12.3,26.6,38.8,14.8,7.4,4.1,12.1,20.1,82.8,27.1,61.8,18.8,37.9,8.4,23.9,18.2,25.2,11.1,27.6,38.7,12.9,7.0,4.5,13.5,19.4,80.8
232,2023-24,Le Moyne,15,32,15,17,.469,200.8,25.7,59.6,15.9,31.1,9.8,28.4,11.2,14.7,8.4,25.7,34.2,15.7,8.0,3.2,11.5,15.3,72.4,25.3,59.9,16.8,34.0,8.5,25.9,10.9,15.4,11.1,27.2,38.3,14.3,6.3,2.4,13.3,13.9,70.2
233,2023-24,Maine,15,32,15,17,.469,201.6,25.0,57.2,19.6,38.9,5.4,18.3,12.2,16.9,8.0,24.7,32.6,12.4,8.4,3.3,11.4,16.3,67.6,24.7,56.1,18.8,37.7,5.8,18.4,12.3,18.0,9.3,26.2,35.4,12.8,6.3,3.5,13.2,15.2,67.5
234,2023-24,Miami (FL),15,32,15,17,.469,200.8,27.8,61.3,18.8,36.5,8.9,24.8,11.3,15.1,10.1,26.6,36.7,14.2,7.2,3.1,12.1,13.1,75.8,27.1,62.4,17.5,33.7,9.6,28.8,9.9,13.9,10.7,25.1,35.8,15.5,7.2,3.4,11.7,15.0,73.6
235,2023-24,Miami (OH),15,32,15,17,.469,200.8,24.9,56.3,16.8,33.9,8.1,22.4,12.6,17.9,8.0,25.2,33.2,14.4,6.3,3.1,11.7,17.3,70.6,25.0,58.4,18.3,37.1,6.7,21.3,13.4,18.4,10.6,25.9,36.5,11.8,6.4,3.3,12.5,17.5,70.0
236,2023-24,Omaha,15,33,15,18,.455,201.5,25.6,56.8,19.4,37.6,6.2,19.1,16.5,22.2,8.5,25.1,33.7,10.2,6.1,2.2,9.9,16.7,74.0,25.4,56.7,16.8,32.3,8.7,24.4,13.3,18.0,8.2,25.6,33.8,12.4,5.4,2.3,11.3,18.3,72.8
237,2023-24,North Alabama,15,32,15,17,.469,204.0,26.8,60.3,19.1,39.1,7.7,21.2,15.2,19.8,9.9,25.5,35.4,11.2,5.3,3.2,10.1,18.4,76.5,26.0,58.4,18.9,38.2,7.1,20.3,16.9,23.4,9.7,25.8,35.5,12.4,5.2,3.5,10.2,17.5,76.1
238,2023-24,North Dakota State,15,32,15,17,.469,205.5,27.3,57.3,19.4,36.5,7.9,20.8,12.2,17.0,8.5,25.8,34.3,11.6,4.3,1.3,11.1,14.6,74.6,27.5,59.7,20.2,39.4,7.3,20.2,11.8,16.2,8.0,24.1,32.1,11.5,5.3,3.6,9.5,15.9,73.9
239,2023-24,Rider,15,32,15,17,.469,202.3,26.1,60.0,20.4,43.2,5.7,16.9,14.2,19.0,11.3,26.3,37.6,13.3,6.6,3.9,12.4,17.5,72.2,24.8,58.7,17.2,36.1,7.7,22.6,14.8,21.2,10.6,24.2,34.8,12.9,7.6,3.4,11.5,16.8,72.1
240,2023-24,Rutgers,15,32,15,17,.469,200.8,23.4,60.2,18.0,41.2,5.5,19.1,13.0,19.8,12.3,24.9,37.1,11.8,7.7,5.2,11.4,16.9,65.4,22.9,56.2,15.7,34.0,7.3,22.2,13.5,19.3,11.3,28.3,39.6,12.6,6.6,4.2,14.9,17.0,66.5
241,2023-24,Southeastern Louisiana,15,32,15,17,.469,201.6,23.9,55.3,16.5,34.1,7.3,21.2,13.9,19.2,10.7,24.3,35.0,14.5,6.9,2.3,13.8,16.3,69.0,25.0,57.8,16.7,32.0,8.3,25.7,12.7,17.4,10.5,23.0,33.6,15.1,7.1,3.1,11.9,16.5,71.0
242,2023-24,Southern California,15,33,15,18,.455,203.0,26.4,58.5,18.8,37.1,7.6,21.5,13.6,19.7,10.0,24.0,34.0,15.6,7.5,5.2,12.7,17.0,74.1,25.9,60.0,17.4,36.8,8.5,23.3,14.0,19.0,11.4,24.6,36.0,15.4,6.9,3.5,13.3,17.2,74.3
243,2023-24,Wichita State,15,34,15,19,.441,201.5,27.5,61.5,21.0,42.1,6.5,19.4,11.3,16.2,11.6,27.7,39.4,12.1,6.3,4.2,12.3,15.4,72.8,26.3,62.5,18.6,38.7,7.8,23.8,12.6,17.4,10.9,24.6,35.5,13.9,8.0,3.9,10.2,14.5,73.1
244,2023-24,Wyoming,15,32,15,17,.469,201.6,24.7,54.8,17.2,34.6,7.5,20.3,15.9,21.4,9.6,24.9,34.5,11.7,5.2,2.5,12.8,15.6,72.8,27.1,59.8,18.9,35.8,8.2,24.0,12.0,16.2,10.1,23.3,33.4,13.2,8.2,3.8,11.3,19.4,74.5
245,2023-24,Alcorn State,14,32,14,18,.438,200.8,25.6,57.8,20.4,42.5,5.2,15.4,15.6,21.8,11.3,22.7,33.9,11.6,6.9,1.8,11.6,17.7,71.9,26.3,56.8,16.6,30.9,9.7,25.9,15.1,20.8,9.9,22.3,32.1,15.6,6.3,4.0,11.8,17.9,77.4
